Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,hasGarage,hasBasement,has2ndFlr,hasWoodDeck,hasOpenPorch
1293,70,RM,4.110873864173311,8.79497643168877,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,Stone,0,0,994,994,GasA,TA,N,7.229113877793302,994,7.771910256435763,0,2,0,4,1.0986122886681098,TA,11,Min2,0,1,432,Y,0,287,0,12,2009,WD,Normal,11.585246126549855,1,1,0,1,0
1294,60,RL,4.3694478524670215,9.224341891611996,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,194,0,638,832,GasA,TA,Y,6.725033642166843,832,7.417580402414544,0,2,1,4,0.6931471805599453,TA,8,Typ,1,2,528,Y,0,28,0,3,2006,WD,Normal,12.000891794590137,1,1,0,1,0
1295,20,RL,4.110873864173311,9.00859131751613,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,TA,TA,CBlock,167,0,697,864,GasA,TA,Y,6.762729506931879,0,6.762729506931879,1,1,0,2,0.6931471805599453,TA,5,Typ,0,2,572,N,0,0,0,4,2006,WD,Normal,11.652687407345388,1,1,1,1,1
1296,20,RL,4.2626798770413155,9.036106025364846,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1016,0,36,1052,GasA,Gd,Y,6.959398512133975,0,6.959398512133975,1,1,1,3,0.6931471805599453,TA,5,Typ,0,1,288,Y,356,0,0,11,2006,WD,Normal,11.83862560460953,1,1,1,0,1
1297,20,RL,4.394449154672439,9.071193240566025,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,776,0,344,1120,GasA,Gd,Y,7.029087564149662,0,7.029087564149662,1,2,0,3,0.6931471805599453,TA,6,Typ,0,2,525,Y,192,20,123,12,2008,WD,Normal,11.951180395901384,1,1,1,0,0
1298,180,RM,3.58351893845611,8.209580483475577,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,547,0,0,547,GasA,Gd,Y,6.9782137426306985,0,6.9782137426306985,1,2,0,2,0.6931471805599453,TA,5,Typ,0,2,525,Y,0,44,0,6,2006,New,Partial,11.84939770159144,1,1,1,1,0
1299,60,RL,5.749392985908253,11.064886829303003,Pave,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Ex,TA,PConc,5644,0,466,6110,GasA,Ex,Y,8.453827315794417,950,8.63817111796914,2,2,1,3,0.6931471805599453,Ex,12,Typ,3,2,1418,Y,214,292,0,1,2008,New,Partial,11.982929094215963,1,1,0,0,0
1300,20,RL,4.330733340286331,8.922791623969637,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,TA,TA,CBlock,340,906,0,1246,GasA,Ex,Y,7.1284959456800365,0,7.1284959456800365,1,1,1,3,0.6931471805599453,Gd,6,Typ,0,1,305,Y,218,0,0,5,2010,WD,Normal,11.944707881395766,1,1,1,0,1
1301,60,RL,4.2633832685897595,9.283869605264298,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,694,0,284,978,GasA,Ex,Y,6.913737350659685,978,7.592870287844818,0,2,1,3,0.6931471805599453,Gd,9,Typ,1,2,490,Y,0,0,0,5,2009,WD,Normal,12.323855681186558,1,1,0,1,1
1302,70,RL,4.2633832685897595,8.922791623969637,Pave,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,547,0,224,771,GasA,Fa,Y,6.625392368007956,741,7.3098814858247865,0,1,0,3,0.6931471805599453,Gd,7,Typ,2,1,213,P,0,0,0,11,2009,WD,Normal,12.086725887897607,1,1,0,1,1
1303,60,RL,4.532599493153256,9.222367752188902,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,740,0,425,1165,GasA,Ex,Y,7.093404625868766,1323,7.834788107388194,1,2,1,4,0.6931471805599453,Gd,8,Typ,1,3,844,Y,309,78,0,12,2006,WD,Normal,12.577636201962656,1,1,0,0,0
1304,20,RL,4.30406509320417,9.069813136839207,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1616,1616,GasA,Ex,Y,7.388327859577107,0,7.388327859577107,0,2,0,3,0.6931471805599453,Gd,7,Typ,0,3,834,Y,208,59,0,4,2006,WD,Normal,12.354492650648448,1,1,1,0,0
1305,160,RM,3.4965075614664802,8.120886021092838,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,976,976,GasA,Ex,Y,6.884486652042782,732,7.443663683115591,0,2,0,3,0.6931471805599453,Gd,7,Maj1,0,2,380,Y,0,40,0,4,2006,WD,Normal,11.77528972943772,1,1,0,1,0
1306,20,RL,4.6913478822291435,9.486000469200638,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1572,0,80,1652,GasA,Ex,Y,7.410347097821024,0,7.410347097821024,1,2,0,2,0.6931471805599453,Ex,6,Typ,2,2,840,Y,404,102,0,11,2009,WD,Normal,12.691580461311874,1,1,1,0,0
1307,120,RL,3.8918202981106265,8.847359875474174,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1368,1368,GasA,Ex,Y,7.221835825288449,0,7.221835825288449,0,2,0,2,0.6931471805599453,Gd,6,Typ,1,2,474,Y,132,35,0,9,2006,New,Partial,12.218495165528731,1,1,1,0,0
1308,20,RL,4.110873864173311,8.996280439395015,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,746,0,244,990,GasA,Ex,Y,6.898714534329988,0,6.898714534329988,1,1,0,3,0.6931471805599453,TA,5,Typ,0,2,480,Y,0,64,0,5,2009,WD,Normal,11.835008964139341,1,1,1,1,0
1309,20,RM,4.61512051684126,9.392745258631441,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,144,608,172,924,GasA,Ex,Y,7.023758954738443,0,7.023758954738443,1,1,0,2,0.6931471805599453,Gd,6,Typ,0,2,528,Y,0,36,0,5,2008,WD,Normal,11.898187865760873,1,1,1,1,0
1310,20,RL,4.2633832685897595,8.875426919818963,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1200,0,78,1278,GasA,Gd,Y,7.166265974133638,0,7.166265974133638,1,2,0,3,0.6931471805599453,Gd,6,Typ,0,2,496,Y,112,51,0,6,2008,WD,Normal,12.096257779522967,1,1,1,0,0
1311,20,RL,4.61512051684126,9.770013301136158,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,Gd,Gd,PConc,1406,0,496,1902,GasA,TA,Y,7.551186867296149,0,7.551186867296149,1,2,0,3,0.6931471805599453,Ex,7,Typ,2,2,567,Y,0,207,162,5,2010,WD,Normal,12.721885810807203,1,1,1,1,0
1312,20,RL,4.23410650459726,9.08421009483197,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,925,0,349,1274,GasA,Ex,Y,7.150701457592526,0,7.150701457592526,1,2,0,3,0.6931471805599453,Gd,6,Typ,0,2,508,Y,264,98,0,1,2007,New,Partial,12.220961258023925,1,1,1,0,0
1313,60,RL,4.2633832685897595,9.166701914946353,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,482,0,971,1453,GasA,Ex,Y,7.282073658093465,1357,7.941295570906532,0,2,1,4,0.6931471805599453,Gd,9,Typ,1,2,750,Y,500,0,0,6,2007,WD,Normal,12.618182296357007,1,1,0,0,1
1314,60,RL,4.6913478822291435,9.6006918422743,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1393,1393,GasA,Ex,Y,7.260522598089852,1177,7.8632667240095735,0,2,1,4,0.6931471805599453,Gd,10,Typ,1,3,779,Y,668,30,0,5,2010,WD,Normal,12.716402146247475,1,1,0,0,0
1315,20,RL,4.110873864173311,9.010791269515602,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,732,0,216,948,GasA,Ex,Y,6.855408798609928,0,6.855408798609928,1,1,0,3,0.6931471805599453,TA,5,Typ,1,1,280,Y,0,36,0,10,2007,WD,Normal,11.686878772093667,1,1,1,1,0
1316,60,RL,4.454347296253507,9.312535884290853,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,500,276,176,952,GasA,TA,Y,6.996681488176539,1020,7.655864017616056,0,2,1,4,0.6931471805599453,TA,9,Typ,2,2,576,Y,280,0,0,6,2008,WD,Normal,12.239990863733635,1,1,0,0,1
1317,20,RL,4.127134385045092,9.232786560806012,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1622,1622,GasA,Ex,Y,7.396948602621014,0,7.396948602621014,1,2,0,3,0.6931471805599453,Ex,8,Typ,1,3,860,Y,172,42,0,1,2009,WD,Normal,12.596400426884427,1,1,1,0,0
1318,120,FV,3.871201010907891,8.350193650720067,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1352,1352,GasA,Ex,Y,7.210079628170788,0,7.210079628170788,0,2,0,2,0.6931471805599453,Gd,5,Typ,1,2,466,Y,0,241,0,4,2007,New,Partial,12.249610947544657,1,1,1,1,0
1319,20,RL,4.2633832685897595,9.601165503344832,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1753,1753,GasA,Ex,Y,7.488852955733459,0,7.488852955733459,0,2,0,3,0.6931471805599453,Gd,7,Typ,1,3,748,Y,198,150,0,8,2006,WD,Normal,12.524526376648708,1,1,1,0,0
1320,20,RL,4.330733340286331,9.231710397712375,Pave,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,492,0,372,864,GasA,Ex,Y,6.855408798609928,0,6.855408798609928,0,1,0,3,0.6931471805599453,TA,5,Typ,0,1,248,Y,0,0,0,2,2007,WD,Normal,11.617285480294472,1,1,1,1,1
1321,20,RL,4.2626798770413155,9.036106025364846,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,TA,TA,CBlock,189,661,628,1478,GasA,Gd,Y,7.2991214627108,0,7.2991214627108,1,1,1,3,0.6931471805599453,TA,6,Typ,2,2,442,Y,114,0,0,6,2009,WD,Normal,11.960811288962345,1,1,1,0,1
1322,20,RL,4.2633832685897595,8.799058378546453,Pave,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,TA,TA,CBlock,0,0,0,0,Floor,TA,N,6.580639137284949,0,6.580639137284949,0,1,0,2,0.6931471805599453,TA,4,Typ,0,1,287,Y,0,0,0,7,2008,WD,Normal,11.191341840842766,1,0,1,1,1
1323,60,RL,4.68213122712422,9.228867676590067,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,674,0,76,750,GasA,Ex,Y,6.967909201801884,862,7.562161631225652,1,2,1,3,0.6931471805599453,Gd,8,Typ,1,2,564,Y,240,39,0,6,2010,WD,Normal,12.154779351142624,1,1,0,0,0
1324,30,RL,3.9318256327243257,8.581294116822761,Pave,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,Fa,TA,CBlock,280,0,140,420,GasA,Gd,Y,6.5638555265321274,0,6.5638555265321274,0,1,0,2,0.6931471805599453,Fa,5,Typ,0,0,0,Y,164,0,0,12,2009,WD,Normal,11.320553572322773,0,1,1,0,1
1325,20,RL,4.330733340286331,9.209039526243135,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1795,1795,GasA,Ex,Y,7.493317248862145,0,7.493317248862145,0,2,0,2,0.6931471805599453,Gd,7,Typ,1,3,895,Y,0,49,0,2,2007,New,Partial,11.898187865760873,1,1,1,1,0
1326,30,RM,3.713572066704308,8.19891444498699,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,BrkTil,0,0,796,796,GasA,Fa,N,6.680854678790215,0,6.680854678790215,0,1,0,2,0.6931471805599453,TA,5,Typ,0,0,0,N,0,0,100,1,2008,WD,Normal,10.915088464214607,0,1,1,1,1
1327,30,RH,4.2626798770413155,8.359603270841466,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,544,0,0,544,GasA,Ex,Y,6.652863029353347,0,6.652863029353347,0,1,0,3,0.6931471805599453,Gd,6,Typ,0,0,0,Y,0,0,286,5,2007,WD,Normal,11.27720313144916,0,1,1,1,1
1328,20,RL,4.110873864173311,8.79497643168877,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,641,0,175,816,GasA,Ex,Y,6.705639094860003,0,6.705639094860003,0,1,0,3,0.6931471805599453,Gd,5,Typ,1,1,264,Y,0,0,0,10,2008,WD,Normal,11.779128505744886,1,1,1,1,1
1329,50,RM,4.110873864173311,9.25349564229011,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,Gd,Gd,BrkTil,493,0,1017,1510,GasW,Ex,Y,7.368339686311381,1208,7.934871565945177,0,2,0,5,0.6931471805599453,TA,8,Mod,2,2,520,Y,0,547,0,6,2008,WD,Normal,12.4529327234617,1,1,0,1,0
1330,60,RL,4.1588830833596715,9.114379980830272,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,0,0,935,935,GasA,Gd,Y,6.862757913051401,677,7.398174092970465,0,2,1,3,0.6931471805599453,TA,8,Typ,1,2,462,Y,0,28,0,6,2006,WD,Normal,12.081076155355488,1,1,0,1,0
1331,20,RL,4.454347296253507,9.210440366976517,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1588,1588,GasA,Ex,Y,7.370860166536716,0,7.370860166536716,0,2,0,3,0.6931471805599453,Gd,7,Typ,1,3,825,Y,144,45,0,12,2007,WD,Normal,12.332705296463539,1,1,1,0,0
1332,80,RL,4.02535169073515,9.285540604539118,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,483,0,428,911,GasA,Gd,Y,6.86171134048073,0,6.86171134048073,0,1,0,3,0.6931471805599453,TA,6,Typ,0,2,576,Y,0,0,0,7,2006,WD,Normal,11.794337924408413,1,1,1,1,1
1333,20,RL,4.219507705176107,9.09133158539398,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,690,0,126,816,GasA,Ex,Y,6.705639094860003,0,6.705639094860003,1,1,0,2,0.6931471805599453,TA,3,Typ,1,1,288,Y,0,0,0,5,2009,WD,Normal,11.512925464970229,1,1,1,1,1
1334,50,RM,4.110873864173311,8.881975184248867,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,0,0,803,803,GasA,Ex,Y,6.6895992691789665,557,7.215975002651466,0,1,1,2,0.6931471805599453,Gd,6,Typ,0,1,297,Y,0,65,190,7,2006,WD,Normal,11.740061037553975,1,1,0,1,0
1335,160,RM,3.2188758248682006,7.7702232041587855,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,765,0,0,765,GasA,TA,Y,6.641182169740591,600,7.2196420401307355,0,1,1,3,0.6931471805599453,TA,7,Min1,0,2,440,Y,0,36,0,5,2009,WD,Normal,11.736069016284437,1,1,0,1,0
1336,20,RL,4.394449154672439,9.174816815907135,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,686,0,664,1350,GasA,TA,Y,7.19668657083435,0,7.19668657083435,0,2,0,2,0.6931471805599453,TA,6,Typ,1,2,630,Y,0,16,0,4,2009,WD,Normal,12.031123843065632,1,1,1,1,0
1337,90,RL,4.477336814478207,9.132054453577638,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,0,0,1656,1656,GasA,TA,Y,7.4127640174265625,0,7.4127640174265625,0,2,0,4,1.0986122886681098,TA,8,Typ,0,2,506,Y,0,211,0,11,2008,WD,Normal,11.813030057420567,1,1,1,1,0
1338,30,RM,5.0369526024136295,8.323365694436081,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,0,0,693,693,Grav,Fa,N,6.542471960506805,0,6.542471960506805,0,1,0,2,0.6931471805599453,Fa,4,Typ,0,0,0,N,0,20,0,3,2006,WD,Normal,10.868568448579715,0,1,1,1,0
1339,60,RL,4.564348191467836,9.506808731708581,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,700,0,216,916,GasA,Ex,Y,6.825460036255307,941,7.529406457837013,1,2,1,3,0.6931471805599453,Gd,8,Typ,0,2,492,Y,146,91,0,6,2006,WD,Normal,12.206072645530174,1,1,0,0,0
1340,20,RL,4.795790545596741,9.165447603085447,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,360,0,504,864,GasA,Ex,Y,6.762729506931879,0,6.762729506931879,0,1,0,3,0.6931471805599453,TA,5,Typ,0,1,288,Y,0,0,0,6,2006,WD,Normal,11.763684183317412,1,1,1,1,1
1341,20,RL,4.2626798770413155,9.023408202624545,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,0,0,858,858,GasA,TA,Y,6.771935555839602,0,6.771935555839602,0,1,0,3,0.6931471805599453,TA,5,Typ,0,4,480,Y,0,0,0,6,2007,WD,Normal,11.719939634354555,1,1,1,1,1
1342,20,RL,4.204692619390966,9.524859098381523,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,814,0,300,1114,GasA,Ex,Y,7.016609683894219,0,7.016609683894219,1,1,0,3,0.6931471805599453,Gd,6,Typ,0,2,576,Y,0,78,0,7,2008,WD,Normal,11.951180395901384,1,1,1,1,0
1343,60,RL,4.2633832685897595,9.145908511816794,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1284,1284,GasA,Ex,Y,7.158513997329321,885,7.682482446534506,0,2,1,3,0.6931471805599453,Gd,7,Typ,1,2,647,Y,192,87,0,8,2007,WD,Normal,12.339291489316397,1,1,0,0,0
1344,50,RL,4.060443010546419,8.930494185292178,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,TA,TA,BrkTil,0,0,896,896,GasA,Gd,Y,7.067319848653476,741,7.5569505720129,0,1,1,3,0.6931471805599453,TA,9,Typ,1,2,342,Y,0,0,0,3,2009,WD,Normal,12.083905011555967,1,1,0,1,1
1345,60,RL,4.454347296253507,9.315060682746585,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,728,728,GasA,Ex,Y,6.591673732008658,728,7.284134806195205,0,2,1,3,0.6931471805599453,Gd,8,Typ,1,2,440,Y,0,0,0,7,2007,New,Partial,11.956553034172742,1,1,0,1,1
1346,30,RM,3.9318256327243257,8.699681400989514,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,TA,TA,PConc,250,0,710,960,GasA,Gd,Y,6.8679744089702925,0,6.8679744089702925,0,1,0,2,0.6931471805599453,Fa,5,Typ,0,1,308,Y,0,0,168,7,2007,WD,Normal,11.594505451962652,1,1,1,1,1
1347,20,RL,4.2633832685897595,9.941842506412591,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,1Story,7,7,1968,2003,Hip,CompShg,BrkFace,HdBoard,TA,TA,CBlock,297,68,1203,1568,GasA,TA,Y,7.676473646389156,0,7.676473646389156,0,2,0,3,0.6931471805599453,TA,9,Typ,1,2,508,Y,0,80,0,6,2006,WD,Normal,12.478006361013815,1,1,1,1,0
1348,20,RL,4.543294782270004,9.636065519091707,Pave,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,80,0,1652,1732,GasA,Ex,Y,7.482681828154651,0,7.482681828154651,1,2,0,3,0.6931471805599453,Gd,7,Typ,1,3,712,Y,0,0,0,5,2007,New,Partial,12.554836882168736,1,1,1,1,1
1349,20,RL,4.2633832685897595,9.692581318886397,Pave,IR3,Low,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1443,0,39,1482,GasA,Ex,Y,7.3098814858247865,0,7.3098814858247865,1,2,0,3,0.6931471805599453,Gd,5,Typ,1,2,514,Y,402,25,0,8,2007,WD,Normal,12.2783933071098,1,1,1,0,0
1350,70,RM,3.9318256327243257,8.566173813637858,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,TA,Gd,BrkTil,259,0,425,684,OthW,Fa,N,6.844815479208263,1215,7.765993079407675,0,2,0,4,0.6931471805599453,TA,8,Typ,0,0,0,Y,0,54,20,12,2008,WD,Normal,11.711776323715394,0,1,0,1,0
1351,90,RL,4.5217885770490405,9.362546304865514,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,500,0,748,1248,GasA,TA,Y,7.199678345691172,1296,7.876638460975463,1,2,2,6,1.0986122886681098,TA,12,Typ,0,4,968,Y,0,0,0,8,2009,WD,Normal,12.206072645530174,1,1,0,1,1
1352,60,RL,4.2626798770413155,9.13216259091216,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,319,0,539,858,GasA,Ex,Y,6.755768921984255,858,7.448333860897476,0,1,1,4,0.6931471805599453,TA,8,Typ,1,2,490,Y,0,84,0,3,2008,WD,Normal,12.049418835484797,1,1,0,1,0
