MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleType,SaleCondition,hasGarage,hasBasement,has2ndFlr,hasWoodDeck,hasOpenPorch
9,3,4.574710978503383,9.333354147871328,1,0,3,4,16,2,2,0,5,9,4,2008,2008,1,1,12,13,3,154.0,0,4,2,936,0,168,1104,1,0,1,4,7.030857476116121,1054,7.68937110752969,1,2,1,3,0.6931471805599453,0,10,6,1,3,836,2,0,102,0,9,3,8,4,1,1,0,1,0
8,3,4.2633832685897595,9.330431852234003,1,0,1,0,6,2,2,0,0,6,6,1932,1950,1,1,8,8,1,480.0,3,4,1,297,557,0,854,1,4,1,4,7.00033446027523,895,7.596894438144544,0,1,1,3,0.6931471805599453,3,7,6,1,2,432,2,0,0,19,5,1,8,4,1,1,0,1,1
0,3,3.7376696182833684,8.501267040865978,1,3,3,4,22,2,2,4,2,8,4,2001,2001,1,1,5,5,2,0.0,2,4,2,616,0,722,1338,1,0,1,4,7.199678345691172,0,7.199678345691172,1,2,0,2,0.6931471805599453,2,6,6,0,2,582,2,0,0,170,6,4,8,4,1,1,1,1,1
5,0,4.795790545596741,9.798182590890704,0,3,2,4,9,2,2,0,2,3,3,1935,1950,1,1,8,8,2,0.0,1,4,1,0,0,894,894,1,4,1,4,6.796823718274855,0,6.796823718274855,0,1,0,2,0.6931471805599453,3,6,6,0,3,1248,2,0,20,0,10,2,3,4,1,1,1,1,0
3,4,4.454347296253507,9.517898598432753,1,3,3,4,17,2,2,1,5,5,4,1900,1950,1,1,13,14,2,0.0,3,4,0,0,0,662,662,1,4,0,4,7.260522598089852,915,7.757051142032013,0,2,0,5,1.0986122886681098,3,10,3,0,2,560,2,0,57,0,11,1,8,4,1,1,0,1,0
5,4,3.9318256327243257,8.699681400989514,1,3,3,4,17,0,2,0,2,6,5,1925,1980,1,1,8,8,2,0.0,3,2,0,397,0,706,1103,1,2,1,4,7.00669522683704,0,7.00669522683704,0,1,0,2,0.6931471805599453,2,5,6,1,2,440,2,166,120,0,9,0,8,4,1,1,1,0,0
4,3,4.2633832685897595,9.305741456739435,1,0,3,1,12,2,2,0,2,5,5,1966,1966,1,1,9,10,1,200.0,3,4,1,740,230,184,1154,1,0,1,4,7.051855622955894,0,7.051855622955894,0,1,1,3,0.6931471805599453,3,6,6,1,2,480,2,0,58,0,2,3,8,4,1,1,1,1,0
9,3,4.394449154672439,9.546884034617925,1,3,3,4,4,2,2,0,5,7,4,1996,1997,1,1,13,14,2,0.0,2,4,2,1201,0,105,1306,1,0,1,4,7.175489713624222,954,7.72356247227797,1,2,1,3,0.6931471805599453,2,7,6,0,2,533,2,296,44,0,6,4,8,4,1,1,0,0,0
9,3,4.0943445622221,8.966738978759576,1,0,3,4,8,2,2,0,5,6,6,1993,1994,1,1,12,13,2,0.0,2,4,2,0,0,799,799,1,2,1,4,6.684611727667927,772,7.360103972989152,0,2,1,3,0.6931471805599453,3,7,6,1,2,380,2,0,40,0,7,3,8,4,1,1,0,1,0
9,3,4.394449154672439,9.186150133174966,1,3,3,4,12,2,2,0,5,6,5,1964,1964,1,1,6,6,1,360.0,3,4,1,674,106,0,780,1,4,1,4,6.683360945766275,813,7.385230923066573,1,1,1,4,0.6931471805599453,3,7,6,0,2,442,2,328,128,0,8,2,8,4,1,1,0,0,0
1,4,3.7612001156935624,8.285261134068948,1,3,3,4,10,2,2,4,5,6,3,1973,1973,1,1,5,5,2,0.0,3,4,1,837,0,105,942,1,2,1,4,7.163946684342547,1230,7.8328075165248645,1,2,1,5,0.6931471805599453,3,10,0,1,2,576,2,728,20,0,8,0,8,4,1,1,0,0,0
7,3,4.110873864173311,9.169622538697624,1,3,3,4,12,2,2,0,1,5,6,1949,2003,1,1,8,8,2,0.0,3,4,1,220,0,625,845,1,4,1,4,6.795705775173514,0,6.795705775173514,0,1,0,2,0.6931471805599453,2,4,6,0,2,576,2,0,0,0,7,1,8,4,1,1,1,1,1
4,3,4.290459441148391,9.225524507301223,1,3,3,4,12,2,2,0,2,5,4,1956,1956,3,1,8,8,1,120.0,3,4,1,586,0,462,1048,1,4,1,4,6.955592608396297,0,6.955592608396297,1,1,0,3,0.6931471805599453,3,6,6,0,1,286,2,0,20,0,8,1,8,4,1,1,1,1,0
9,3,4.3694478524670215,9.367429587218957,1,3,3,4,14,6,2,0,5,6,5,1968,1968,1,1,8,8,2,0.0,3,4,1,298,0,429,727,1,0,1,4,6.721425700790643,727,7.350516171833998,0,1,1,4,0.6931471805599453,3,8,6,0,2,441,2,0,0,0,7,3,8,4,1,1,0,1,1
8,3,3.9318256327243257,8.934059722248843,1,3,3,4,7,0,2,0,0,5,2,1948,1950,1,1,8,8,2,0.0,3,4,1,0,0,810,810,1,1,1,0,6.910750787961936,454,7.284134806195205,1,1,0,4,0.6931471805599453,3,7,6,1,1,280,1,0,0,0,10,0,8,4,1,1,0,1,1
9,3,4.330733340286331,8.981052985901483,1,0,0,0,7,2,2,0,5,6,5,1977,1977,3,1,6,10,1,140.0,3,4,1,535,0,155,690,1,4,1,4,6.54965074223381,728,7.2633296174768365,0,1,1,3,0.6931471805599453,3,6,6,0,2,440,2,252,0,0,9,3,8,4,1,1,0,0,1
4,3,4.31748811353631,9.054504940418054,1,3,3,4,5,2,2,0,2,7,4,2006,2006,1,1,12,13,2,0.0,2,4,2,0,0,1240,1240,1,0,1,4,7.123672785204607,0,7.123672785204607,0,2,0,2,0.6931471805599453,2,5,6,0,3,826,2,140,93,0,7,1,8,4,1,1,1,0,0
10,3,4.330733340286331,9.482350275033667,1,3,3,4,6,2,2,0,5,7,5,1940,1984,1,1,13,14,2,0.0,3,4,1,410,0,390,800,1,4,1,4,6.8679744089702925,780,7.462214939768189,0,1,1,3,0.6931471805599453,3,6,6,2,1,240,2,0,0,0,9,1,1,4,1,1,0,1,1
8,3,4.110873864173311,9.287394001418473,1,3,3,4,17,2,2,0,0,5,7,1936,1989,1,1,13,14,2,0.0,3,4,1,626,0,170,796,1,2,1,4,7.00033446027523,370,7.2909747781429814,0,2,0,3,0.6931471805599453,2,7,2,1,2,566,2,436,21,0,6,0,8,4,1,1,0,0,0
4,3,4.2633832685897595,9.672248823507559,1,0,3,0,12,2,2,0,2,5,4,1969,1969,1,1,12,10,2,0.0,3,4,1,75,791,230,1096,1,0,1,4,7.00033446027523,0,7.00033446027523,1,1,0,3,0.6931471805599453,3,6,6,0,1,299,2,240,32,0,5,0,8,0,1,1,1,0,0
0,4,3.6375861597263857,8.397508348470257,1,3,3,4,5,2,2,4,2,6,4,2004,2004,1,1,12,13,1,169.0,2,4,2,662,0,186,848,1,0,1,4,6.744059186311348,0,6.744059186311348,1,1,0,1,0.6931471805599453,2,3,6,1,2,420,2,140,0,0,7,0,8,4,1,1,1,0,1
4,3,4.189654742026425,9.079776001955066,1,3,3,4,5,2,2,0,2,5,4,1994,1994,1,1,12,13,2,0.0,3,4,2,495,0,495,990,1,2,1,4,6.898714534329988,0,6.898714534329988,0,1,0,3,0.6931471805599453,3,5,6,0,1,299,2,0,64,0,6,1,8,4,1,1,1,1,0
4,3,4.394449154672439,9.309370895439137,1,3,3,4,14,2,2,0,2,6,6,1971,2004,1,1,12,13,1,144.0,2,2,1,656,0,602,1258,1,0,1,4,7.138073034044347,0,7.138073034044347,0,2,0,3,0.6931471805599453,2,5,6,0,2,528,2,55,0,0,1,2,0,0,1,1,1,0,1
4,3,4.330733340286331,8.922791623969637,1,3,3,0,19,1,2,0,2,5,4,1963,1963,1,1,6,6,2,0.0,3,4,1,824,0,216,1040,1,1,1,4,6.947937068614969,0,6.947937068614969,1,1,1,3,0.6931471805599453,3,5,6,0,1,308,2,0,0,220,8,4,8,4,1,1,1,1,1
4,3,4.2626798770413155,9.07680897935166,1,3,3,4,5,2,2,0,2,7,4,2002,2002,1,1,12,13,1,100.0,2,4,2,0,0,1459,1459,1,0,1,4,7.286191714702382,0,7.286191714702382,0,2,0,3,0.6931471805599453,2,6,6,1,2,527,2,192,39,0,11,1,8,4,1,1,1,0,0
4,3,4.394449154672439,9.082620630373812,1,3,3,4,12,2,2,0,2,6,5,1964,1964,3,1,6,6,1,425.0,3,4,1,553,0,698,1251,1,4,1,4,7.132497551660044,0,7.132497551660044,1,1,0,3,0.6931471805599453,3,6,6,2,1,461,2,0,116,0,5,0,8,4,1,1,1,1,0
9,3,4.2633832685897595,9.475163150281881,1,1,3,0,8,2,2,0,5,6,4,1995,1996,1,1,6,6,2,0.0,3,4,2,592,0,99,691,1,2,1,4,6.539585955617669,807,7.312553498102598,0,2,1,3,0.6931471805599453,3,6,6,1,2,409,2,315,44,0,9,0,8,4,1,1,0,0,0
13,3,4.30406509320417,9.112727543109182,1,3,3,4,20,2,2,0,6,6,5,1992,1992,1,1,6,6,2,0.0,3,4,2,747,0,189,936,1,0,1,4,6.904750769961838,0,6.904750769961838,1,1,0,2,0.6931471805599453,2,5,6,0,2,564,2,120,0,0,6,4,8,4,1,1,1,0,1
1,4,4.2633832685897595,7.5883236773352225,1,3,3,4,10,2,2,4,5,4,4,1973,1973,1,1,5,5,2,0.0,3,4,1,334,0,212,546,1,4,1,4,6.304448802421981,546,6.996681488176539,0,1,1,3,0.6931471805599453,3,6,6,0,1,286,2,120,96,0,7,4,8,4,1,1,0,0,0
9,1,4.454347296253507,9.266248003914479,1,3,3,4,21,2,2,0,5,8,4,2005,2006,1,1,12,13,2,0.0,2,4,2,0,0,1082,1082,1,0,1,4,6.9874902470009905,871,7.577633832602728,0,2,1,3,0.6931471805599453,2,9,6,1,3,1043,2,160,50,0,7,3,8,4,1,1,0,0,0
1,4,3.2188758248682006,7.833203948641057,1,3,3,4,7,2,2,3,5,7,4,2004,2004,1,1,12,13,3,50.0,2,4,2,0,0,970,970,1,0,1,4,6.878326468291325,739,7.444248649496705,0,2,0,3,0.6931471805599453,2,7,0,0,2,380,2,0,40,0,6,0,8,4,1,1,0,1,0
0,1,3.6375861597263857,8.106816038947052,1,0,3,4,21,2,2,4,2,8,4,2005,2005,1,1,8,8,2,0.0,2,4,2,1039,0,208,1247,1,0,1,4,7.129297548929373,0,7.129297548929373,1,1,1,1,0.6931471805599453,2,4,6,1,2,550,2,0,84,0,6,0,8,4,1,1,1,1,0
14,3,4.110873864173311,9.053101595549691,1,3,3,0,12,2,2,2,2,3,3,1950,1950,1,1,3,3,2,0.0,3,4,3,0,0,0,0,5,1,0,0,6.947937068614969,0,6.947937068614969,0,2,0,2,1.0986122886681098,3,6,6,0,2,400,2,0,0,0,8,3,8,4,1,0,1,1,1
1,1,3.2188758248682006,7.6783263565068856,1,3,3,4,21,2,2,3,5,7,4,1999,2000,1,1,8,8,1,212.0,2,4,2,510,0,90,600,1,0,1,4,6.437751649736401,628,7.133295954896068,1,2,1,2,0.6931471805599453,2,4,6,0,2,462,2,0,48,0,5,2,8,4,1,1,0,1,0
8,3,4.110873864173311,9.036106025364846,1,3,0,4,18,2,2,0,0,6,4,1925,1950,1,1,8,8,2,0.0,3,4,2,423,0,758,1181,1,1,1,4,7.237778191923443,304,7.43543801981455,0,2,0,4,0.6931471805599453,3,7,6,1,2,576,2,342,0,128,8,2,8,4,1,1,0,0,1
4,3,4.276666119016055,9.130322663990151,1,3,3,0,12,1,2,0,2,5,7,1965,1998,3,1,8,8,1,166.0,3,4,1,661,0,203,864,1,2,1,4,7.0909098220799835,0,7.0909098220799835,1,1,1,1,0.6931471805599453,2,6,6,0,2,884,2,0,64,0,1,0,8,4,1,1,1,1,0
4,3,4.31748811353631,8.677439540558334,1,3,3,4,12,2,2,0,2,5,6,1956,2000,1,1,8,8,2,0.0,3,4,1,248,240,448,936,1,0,1,4,6.842683282238422,0,6.842683282238422,1,1,0,2,0.6931471805599453,3,4,6,0,1,308,2,0,0,80,7,4,8,4,1,1,1,1,1
4,3,4.3694478524670215,9.139703292376742,1,0,3,4,5,2,2,0,2,6,4,2006,2006,1,1,12,13,2,0.0,2,4,2,24,0,1290,1314,1,2,1,4,7.181591944611865,0,7.181591944611865,0,2,0,3,0.6931471805599453,2,6,6,1,2,440,2,0,22,0,5,1,8,4,1,1,1,1,0
10,4,4.110873864173311,8.836809882398365,1,3,3,4,9,2,2,0,5,6,6,1914,2006,1,1,13,14,2,0.0,3,4,2,0,0,684,684,1,4,1,4,6.651571873589727,582,7.212294468500341,0,1,1,3,0.6931471805599453,2,7,6,0,0,0,2,136,0,115,5,1,8,4,0,1,0,0,1
0,3,4.2633832685897595,8.215276958936633,1,3,3,4,22,2,2,4,2,8,4,1986,1986,1,1,6,6,2,0.0,2,4,1,0,0,1074,1074,1,0,1,4,6.9930151229329605,0,6.9930151229329605,0,1,1,2,0.6931471805599453,2,5,6,0,2,461,2,0,74,137,1,1,8,4,1,1,1,1,0
8,4,3.9318256327243257,8.699681400989514,1,3,3,4,3,2,2,0,0,4,5,1936,1950,1,1,8,8,2,0.0,3,4,0,672,0,0,672,1,4,1,4,6.630683385642372,567,7.1891677384203225,0,1,0,3,0.6931471805599453,3,6,6,0,1,240,2,0,0,0,9,3,8,4,1,1,0,1,1
4,3,4.418840607796598,9.382695764458287,1,0,3,4,14,6,2,0,2,7,4,1978,1978,1,1,9,10,1,206.0,3,4,1,704,0,567,1271,1,4,1,4,7.379008127628304,0,7.379008127628304,0,2,0,3,0.6931471805599453,3,7,6,1,2,478,2,0,0,0,6,3,0,0,1,1,1,1,1
5,3,4.110873864173311,9.036106025364846,1,3,0,4,18,2,2,0,2,2,4,1920,1950,1,1,13,14,2,0.0,3,4,1,290,0,0,290,1,4,0,1,6.0844994130751715,0,6.0844994130751715,0,1,0,1,0.6931471805599453,1,3,6,0,1,246,0,0,0,0,0,3,8,4,1,1,1,1,1
4,3,4.127134385045092,9.18594521514146,1,0,3,4,12,2,2,0,2,5,4,1971,1971,1,1,6,8,2,0.0,3,4,1,412,287,251,950,1,4,1,4,6.85751406254539,0,6.85751406254539,0,1,0,3,0.6931471805599453,3,5,6,0,1,280,2,0,0,0,9,1,8,4,1,1,1,1,1
4,3,4.2626798770413155,8.853808274977197,1,3,3,4,12,2,2,0,2,5,6,1960,2002,1,1,13,14,1,45.0,3,4,1,588,0,422,1010,1,0,1,4,7.034387929915503,0,7.034387929915503,0,1,0,2,0.6931471805599453,3,6,6,0,1,254,2,0,16,0,6,1,8,3,1,1,1,1,0
4,3,4.382026634673881,9.09504174761272,1,3,3,0,12,2,2,0,2,6,5,1959,1959,3,1,3,3,2,0.0,3,4,1,655,0,0,655,1,0,1,4,7.085901464365611,0,7.085901464365611,0,1,0,3,0.6931471805599453,3,6,6,1,2,539,2,0,0,192,9,0,8,4,1,1,1,1,1
1,4,3.2188758248682006,7.6093665379542115,1,3,3,4,2,2,2,4,5,5,4,1970,1970,1,1,6,6,1,304.0,3,4,1,0,0,630,630,1,4,1,4,6.447305862541213,672,7.172424577124845,0,2,1,3,0.6931471805599453,3,6,6,0,2,440,2,0,0,0,6,1,8,4,1,1,0,1,1
9,3,4.59511985013459,9.413852481341165,1,0,3,0,15,2,2,0,5,8,4,1994,1995,1,1,6,6,1,362.0,2,4,2,1032,0,431,1463,1,0,1,4,7.313886831633462,1122,7.872073979866873,1,2,1,3,0.6931471805599453,2,9,6,2,2,712,2,186,32,0,6,4,8,4,1,1,0,0,0
4,3,4.74493212836325,9.245514446983837,1,0,3,0,20,1,2,0,2,7,4,1990,1991,3,1,6,6,2,0.0,2,4,2,738,0,172,910,1,2,1,4,7.274479558773871,0,7.274479558773871,1,2,0,3,0.6931471805599453,2,6,6,1,2,719,2,0,244,0,7,1,8,4,1,1,1,1,0
9,3,5.1298987149230735,10.05440443785299,1,2,1,1,8,2,2,0,5,7,4,2006,2006,1,1,12,13,2,0.0,2,4,2,0,0,868,868,1,0,1,4,6.78897174299217,1134,7.611842399580417,0,2,1,3,0.6931471805599453,2,9,6,1,2,422,2,0,100,0,11,0,6,5,1,1,0,1,0
9,3,4.2633832685897595,8.99516499031115,1,3,3,4,8,2,2,0,5,6,4,2000,2000,1,1,12,13,2,0.0,3,4,2,0,0,924,924,1,0,1,4,6.855408798609928,742,7.43307534889858,0,2,1,3,0.6931471805599453,3,7,6,1,2,463,2,100,48,0,2,1,8,0,1,1,0,0,0
4,3,4.68213122712422,9.338117741918008,1,0,3,4,16,2,2,0,2,8,4,2004,2005,1,1,8,8,3,42.0,2,4,2,1039,0,797,1836,1,0,1,4,7.515889085215125,0,7.515889085215125,1,2,0,3,0.6931471805599453,2,7,6,1,3,862,2,125,185,0,5,3,8,4,1,1,1,0,0
9,3,4.2633832685897595,8.987321812850125,1,3,3,4,8,2,2,0,5,6,4,1995,1996,1,1,6,6,2,0.0,3,4,2,219,0,554,773,1,2,1,4,6.651571873589727,885,7.413970290190444,1,2,1,3,0.6931471805599453,3,8,6,1,2,431,2,224,84,0,8,2,8,4,1,1,0,0,0
9,3,4.394449154672439,9.257319373170178,1,3,3,4,14,2,2,0,5,7,5,1976,1976,3,1,9,10,1,660.0,3,4,1,403,0,400,803,1,4,1,4,7.002155954403621,866,7.583247524303362,0,2,1,4,0.6931471805599453,3,8,6,1,2,483,2,0,69,0,11,2,8,4,1,1,0,1,0
4,3,4.30406509320417,8.867990898182093,1,0,3,0,12,2,2,0,2,5,6,1957,1957,1,1,14,15,2,0.0,3,4,1,708,0,108,816,1,4,1,0,6.705639094860003,0,6.705639094860003,1,1,0,2,0.6931471805599453,3,5,6,0,1,308,2,0,0,0,9,0,8,4,1,1,1,1,1
4,3,4.204692619390966,9.096499555552423,1,3,3,4,12,2,2,0,2,5,6,1953,2006,1,1,13,14,2,0.0,3,4,1,643,0,365,1008,1,2,1,4,6.9167150203536085,0,6.9167150203536085,1,1,0,2,0.6931471805599453,2,6,6,0,1,240,2,0,18,0,7,1,8,4,1,1,1,1,0
4,3,4.51085950651685,8.594339400592892,1,3,3,4,17,2,2,0,2,5,6,1954,2000,1,1,8,8,2,0.0,3,2,1,415,0,418,833,1,0,1,4,6.726233402358747,0,6.726233402358747,0,1,0,2,0.6931471805599453,2,4,6,0,1,326,2,0,0,0,10,0,8,4,1,1,1,1,1
4,3,4.543294782270004,9.399803036921504,1,3,3,4,16,2,2,0,2,8,4,2007,2007,3,1,12,13,3,328.0,2,4,2,1004,0,730,1734,1,0,1,4,7.45876269238096,0,7.45876269238096,1,2,0,3,0.6931471805599453,0,7,6,1,3,928,2,0,0,0,2,1,6,5,1,1,1,1,1
12,3,4.2633832685897595,8.955577146281511,1,3,3,4,8,2,2,0,7,8,4,2002,2002,3,1,12,13,2,0.0,2,4,2,353,0,55,408,1,0,1,4,6.659293919683638,640,7.258412150595307,1,2,1,3,0.6931471805599453,2,7,6,1,2,527,2,120,0,0,5,3,8,4,1,1,0,0,1
4,3,4.060443010546419,9.186559843310778,1,0,3,2,19,1,2,0,2,5,6,1967,2003,1,1,12,13,2,0.0,3,4,1,702,0,192,894,1,0,1,4,6.796823718274855,0,6.796823718274855,1,1,0,3,0.6931471805599453,2,5,6,0,2,450,2,0,0,0,7,2,8,4,1,1,1,1,1
12,3,4.454347296253507,9.53430615650521,1,3,3,4,19,2,2,0,7,5,5,1958,1987,1,1,8,8,2,0.0,3,2,1,0,0,533,533,1,4,1,4,6.92951677076365,580,7.379008127628304,0,1,0,3,0.6931471805599453,3,6,3,0,1,300,2,280,34,0,3,2,8,4,1,1,0,0,0
4,3,4.2626798770413155,8.93075873555827,1,3,3,4,12,2,2,0,2,5,4,1959,1959,1,1,3,14,2,0.0,3,4,1,369,0,671,1040,1,4,1,0,6.947937068614969,0,6.947937068614969,0,1,0,3,0.6931471805599453,3,6,6,0,1,286,2,140,0,252,9,0,8,4,1,1,1,0,1
5,4,4.0943445622221,9.019664010799474,1,3,0,4,9,2,2,0,2,6,4,1920,1950,1,1,3,3,2,0.0,3,4,0,0,0,1012,1012,1,4,1,0,6.920671504248683,0,6.920671504248683,0,1,0,2,0.6931471805599453,3,6,6,1,1,308,2,0,22,112,7,1,8,4,1,1,1,1,0
4,3,4.442651256490317,9.218804450388312,1,3,3,4,5,2,2,0,2,7,4,2005,2006,1,1,12,13,1,196.0,2,4,2,24,0,1528,1552,1,0,1,4,7.347943823148687,0,7.347943823148687,0,2,0,3,0.6931471805599453,2,7,6,0,3,782,2,144,20,0,9,0,6,5,1,1,1,0,0
4,3,4.2633832685897595,9.096835671179361,1,0,3,0,7,2,2,0,2,4,2,1956,1956,1,1,0,0,2,0.0,3,4,1,0,0,672,672,1,0,1,0,6.8679744089702925,0,6.8679744089702925,0,1,0,3,0.6931471805599453,3,5,6,0,1,288,2,64,0,0,1,3,0,0,1,1,1,0,1
4,3,3.9318256327243257,9.149103062504993,1,3,3,4,7,2,2,0,2,5,8,1947,2008,3,1,12,13,2,0.0,3,0,1,0,0,698,698,1,0,1,4,6.54965074223381,0,6.54965074223381,0,1,0,2,0.6931471805599453,3,4,6,0,0,0,2,0,200,0,8,3,8,4,0,1,1,1,0
12,3,4.2633832685897595,9.118882761487347,1,0,3,4,8,2,2,0,7,7,4,1992,1992,1,1,6,6,1,170.0,3,4,2,0,0,384,384,1,2,1,4,6.70073110954781,670,7.301822342137932,0,2,1,3,0.6931471805599453,2,7,6,1,2,392,2,100,25,0,9,1,8,4,1,1,0,0,0
4,3,4.110873864173311,9.252920819511301,1,3,3,4,12,2,2,0,2,4,4,1955,1955,1,1,9,10,2,0.0,3,4,1,0,0,1005,1005,1,4,1,4,6.913737350659685,0,6.913737350659685,0,1,0,2,0.6931471805599453,1,5,6,1,2,672,2,0,0,0,2,3,8,4,1,1,1,1,1
0,3,3.9889840465642745,8.212025804623437,1,3,3,4,0,2,2,4,2,7,4,2007,2007,3,1,12,13,1,130.0,2,4,2,0,0,1373,1373,1,0,1,4,7.349873704738337,0,7.349873704738337,0,2,0,2,0.6931471805599453,2,7,6,1,3,660,2,143,20,0,8,3,8,4,1,1,1,0,0
4,3,5.209486152841421,9.586925780533697,1,2,3,0,8,2,2,0,2,7,4,2004,2004,3,1,12,13,2,0.0,2,4,2,1300,0,230,1530,1,0,1,4,7.333676395657684,0,7.333676395657684,1,2,0,3,0.6931471805599453,2,7,6,1,3,630,2,144,36,0,2,1,8,3,1,1,1,0,0
9,3,4.0943445622221,9.375600540841843,1,0,3,4,8,2,2,0,5,7,4,2004,2005,1,1,12,13,2,0.0,2,4,2,0,0,847,847,1,0,1,4,6.742880635791903,1112,7.580699752224563,0,2,1,4,0.6931471805599453,2,8,6,1,2,434,2,100,48,0,9,1,8,4,1,1,0,0,0
14,4,4.110873864173311,8.881975184248867,1,3,3,4,17,2,2,2,6,5,4,1980,1980,1,1,8,8,1,180.0,3,4,1,936,0,0,936,1,4,1,4,6.842683282238422,0,6.842683282238422,1,1,0,2,0.6931471805599453,3,4,6,0,2,672,2,49,0,0,10,1,8,4,1,1,1,0,1
8,3,4.189654742026425,8.962519832949532,1,3,3,4,18,2,2,0,0,4,2,1928,1950,1,1,14,10,2,0.0,3,4,0,622,0,500,1122,1,4,1,4,7.192182058713246,653,7.591861714889934,1,2,0,4,0.6931471805599453,2,7,3,2,2,576,2,431,44,0,3,3,8,4,1,1,0,0,0
4,3,4.1588830833596715,9.279213236262558,1,3,3,4,11,2,2,0,2,5,4,1991,1992,1,1,6,6,2,0.0,3,4,2,212,0,762,974,1,4,1,4,6.882437470997847,0,6.882437470997847,0,1,0,3,0.6931471805599453,3,5,6,0,0,0,2,0,28,0,11,1,7,0,0,1,1,1,0
10,4,4.51085950651685,9.200391041122515,1,3,3,4,17,2,2,0,5,6,3,1880,1950,1,1,13,14,2,0.0,3,4,0,0,0,1008,1008,2,4,1,4,7.072421900537371,1032,7.701200180857446,0,2,0,5,0.6931471805599453,1,8,6,0,1,205,0,0,48,0,7,1,8,4,1,1,0,1,0
9,3,4.394449154672439,9.19309247856663,1,0,3,4,20,2,2,0,5,8,4,1995,1995,1,1,12,13,2,0.0,2,4,2,584,0,544,1128,1,0,1,4,7.04141166379481,878,7.611347717403621,0,2,1,3,0.6931471805599453,2,8,6,1,2,466,2,0,155,0,8,3,8,4,1,1,0,1,0
9,3,4.060443010546419,9.07954808172616,1,0,1,4,8,2,2,0,5,6,4,1997,1997,1,1,12,13,2,0.0,3,4,2,0,0,916,916,1,2,1,4,6.821107472256465,684,7.3783837129967145,0,2,1,3,0.6931471805599453,3,7,6,1,2,460,2,100,38,0,10,1,8,4,1,1,0,0,0
5,4,4.110873864173311,8.729235349659273,1,3,3,0,3,2,2,0,2,6,4,1926,1950,1,1,13,14,2,0.0,3,4,0,0,0,960,960,1,4,0,4,6.894670039433482,0,6.894670039433482,0,1,0,2,0.6931471805599453,3,5,6,1,1,180,2,0,128,0,7,1,8,4,1,1,1,1,0
8,3,4.394449154672439,9.169622538697624,1,3,3,4,12,2,2,0,0,6,4,1950,1950,1,1,12,13,2,0.0,3,4,1,280,0,752,1032,1,4,1,0,6.940222469119639,220,7.133295954896068,0,1,0,3,0.6931471805599453,3,6,6,0,1,288,2,0,0,96,6,2,8,0,1,1,0,1,1
8,3,4.007333185232471,8.755107121633896,1,3,3,4,19,1,2,0,0,5,7,1875,1996,1,1,12,13,2,0.0,3,2,1,0,0,780,780,1,2,0,4,6.660575149839686,240,6.928537818164665,0,1,0,2,0.6931471805599453,3,6,6,0,0,0,0,0,0,176,7,4,8,4,0,1,0,1,1
4,3,4.2633832685897595,9.192176401348512,1,0,3,4,11,2,2,0,2,6,4,1977,1977,1,1,9,7,2,0.0,3,4,2,1567,0,0,1567,1,4,1,4,7.357556200910353,0,7.357556200910353,1,2,0,2,0.6931471805599453,2,5,6,2,2,714,2,264,32,0,7,3,8,4,1,1,1,0,0
5,3,4.59511985013459,9.074749717669835,1,0,3,4,3,2,2,0,2,5,4,1920,1950,1,1,11,12,2,0.0,3,1,0,645,0,270,915,1,4,1,4,7.0630481633881725,0,7.0630481633881725,0,1,0,3,0.6931471805599453,3,6,0,1,2,495,2,0,0,216,7,1,8,4,1,1,1,1,1
4,3,4.110873864173311,8.902591637374087,1,3,3,0,12,2,2,0,2,5,6,1951,1951,1,1,6,6,2,0.0,3,4,1,852,0,100,952,1,4,1,4,6.859614903654202,0,6.859614903654202,1,1,0,2,0.6931471805599453,3,4,6,0,2,840,2,0,0,0,8,2,0,0,1,1,1,1,1
9,3,4.2633832685897595,9.240384493324559,1,0,3,1,14,4,2,0,5,5,6,1976,1976,1,1,9,10,1,44.0,3,2,1,381,0,399,780,1,0,1,4,6.9930151229329605,780,7.533158807455563,1,2,1,4,0.6931471805599453,2,9,6,1,2,484,2,448,96,0,1,3,8,4,1,1,0,0,0
9,3,4.356708826689592,9.20693457884135,1,3,3,4,5,2,2,0,5,8,4,2006,2007,3,1,12,13,3,340.0,2,4,2,1150,0,316,1466,1,0,1,4,7.2909747781429814,1362,7.947678571301568,1,3,0,4,0.6931471805599453,2,11,6,1,3,1052,2,125,144,0,6,1,6,5,1,1,0,0,0
